value,timestamp,anomaly
-0.913582710155513,2021-07-01,False
-0.8088437423244043,2021-07-02,False
-0.9020040067696917,2021-07-03,False
-0.9107683286690658,2021-07-04,False
-0.9290096010549651,2021-07-05,False
-0.9279796462051217,2021-07-06,False
-0.9207283873934473,2021-07-07,False
-0.9793943883229352,2021-07-08,False
-0.9556135899667789,2021-07-09,False
-0.9010551367456717,2021-07-10,False
-0.40834264210513194,2021-07-11,True
-1.1048620598073389,2021-07-12,False
-0.9599320425495025,2021-07-13,False
-1.0940451850538786,2021-07-14,False
-0.9944368159168548,2021-07-15,False
-1.060255954121337,2021-07-16,False
-0.9499230439554335,2021-07-17,False
-1.0383418021224189,2021-07-18,False
-0.9599941913386953,2021-07-19,False
-0.9977845400496913,2021-07-20,False
-1.0947216695003006,2021-07-21,False
-0.8436598971687653,2021-07-22,False
-0.9648386500371606,2021-07-23,False
-0.9419562309106299,2021-07-24,False
-0.8856090795464349,2021-07-25,False
-0.8276878889854289,2021-07-26,False
-1.0608049536706237,2021-07-27,False
-0.9392767857445046,2021-07-28,False
,2021-07-29,False
-0.9034472640190252,2021-07-30,True
-0.9470200065023797,2021-07-31,False
0.4526116723228202,2021-08-01,True
-0.972055794054567,2021-08-02,False
-1.105642833665368,2021-08-03,False
-0.7412140519978316,2021-08-04,True
-0.9502078029646163,2021-08-05,False
-0.7473916451552668,2021-08-06,False
-0.8455422791189702,2021-08-07,False
-1.0381997594098171,2021-08-08,False
-0.9586809608252149,2021-08-09,False
-0.7500051263664703,2021-08-10,False
-0.8779388104059482,2021-08-11,False
-0.9097539465836801,2021-08-12,False
-1.0948339117482733,2021-08-13,False
0.31532765945172603,2021-08-14,True
,2021-08-15,False
-0.868932398065171,2021-08-16,False
-0.8611096755209868,2021-08-17,False
-0.7508627721886713,2021-08-18,False
-0.7834092265170526,2021-08-19,False
-0.6846451906557725,2021-08-20,False
-0.8509625202222773,2021-08-21,False
,2021-08-22,False
-0.9353267230100348,2021-08-23,False
-0.8108427692667788,2021-08-24,False
-1.066228623846089,2021-08-25,False
-0.9830120446584348,2021-08-26,False
-0.7289061116285871,2021-08-27,False
-0.8962010271224733,2021-08-28,False
,2021-08-29,False
-0.9750956645342831,2021-08-30,False
-0.8523870173246331,2021-08-31,True
-0.888501343173676,2021-09-01,False
-0.8750973988610173,2021-09-02,False
-0.9157943467974357,2021-09-03,False
-0.9398278733948229,2021-09-04,False
-0.7985164780773564,2021-09-05,False
-0.6862287180753546,2021-09-06,False
-0.7442457455788338,2021-09-07,False
-0.9461868675580447,2021-09-08,False
-0.8246512144666653,2021-09-09,False
-0.8471905459485836,2021-09-10,False
-0.9743850604995044,2021-09-11,False
-0.5625545708437723,2021-09-12,False
-0.8616088670090531,2021-09-13,False
-0.8321850020741737,2021-09-14,False
-0.6710515684692504,2021-09-15,False
-0.8365338617161603,2021-09-16,False
-0.7824534479993198,2021-09-17,False
-0.7904364027780332,2021-09-18,False
-0.7968672495372561,2021-09-19,False
-0.7905990427178549,2021-09-20,False
-0.8141240693713968,2021-09-21,False
-0.7557827023970813,2021-09-22,False
-0.8577396663017886,2021-09-23,False
-0.7808653133774822,2021-09-24,False
-0.7967155268988522,2021-09-25,False
-0.8408553995427752,2021-09-26,False
-0.8214624812236068,2021-09-27,False
-0.6261167199221422,2021-09-28,False
-0.8617423192364954,2021-09-29,False
-0.6240366077312234,2021-09-30,False
-0.804413978974653,2021-10-01,False
-0.8339355054402168,2021-10-02,False
-0.9761562814514961,2021-10-03,False
-0.7956262291088206,2021-10-04,False
-0.9282493695414541,2021-10-05,False
,2021-10-06,False
-0.8185798543083632,2021-10-07,False
-0.861416403980036,2021-10-08,False
,2021-10-09,False
-0.7811341213968525,2021-10-10,False
-0.7643481857467977,2021-10-11,False
-0.8080250774010658,2021-10-12,False
-0.7995894128140028,2021-10-13,False
-0.8991010327556185,2021-10-14,False
-0.8128533827082702,2021-10-15,False
-0.6906619715858401,2021-10-16,False
-0.7635845638372769,2021-10-17,False
-0.7297330035210134,2021-10-18,False
-0.7031911288772749,2021-10-19,False
-0.7546491790504223,2021-10-20,False
-0.7225981963804895,2021-10-21,True
-0.8671894117513826,2021-10-22,False
-0.7453621915564582,2021-10-23,False
-0.8243762767002317,2021-10-24,False
-0.7975354100227438,2021-10-25,False
-0.7156891562281193,2021-10-26,False
-0.7327170320951423,2021-10-27,False
-0.7770258984402412,2021-10-28,False
,2021-10-29,False
-0.9145629637660073,2021-10-30,False
-0.7884247165265847,2021-10-31,False
-0.69126259717068,2021-11-01,False
-0.7209235416268316,2021-11-02,False
-0.7009176473403027,2021-11-03,False
-0.6763421788661894,2021-11-04,False
-0.7878532838276222,2021-11-05,False
-0.7887483628271397,2021-11-06,False
-0.6806861530185527,2021-11-07,False
-0.8688045117782119,2021-11-08,False
-0.7505708244459534,2021-11-09,False
-0.6470707990815167,2021-11-10,False
,2021-11-11,False
-0.740269336836221,2021-11-12,False
-0.6977428461858658,2021-11-13,False
-0.8251149701958225,2021-11-14,False
-0.7920195866530275,2021-11-15,False
-0.6208414306697984,2021-11-16,False
-0.6342562967518712,2021-11-17,False
-0.8048769696898173,2021-11-18,False
-0.6732608062728557,2021-11-19,False
,2021-11-20,False
-0.5915623122852522,2021-11-21,False
,2021-11-22,False
-0.6401123965087171,2021-11-23,False
-0.6448194373073611,2021-11-24,False
-0.8217335959290148,2021-11-25,False
-0.6356962074858518,2021-11-26,False
-0.7035359633376854,2021-11-27,False
-0.6075033555892715,2021-11-28,False
-0.614309614189272,2021-11-29,False
-0.6819791597333575,2021-11-30,False
-0.5719238749016345,2021-12-01,False
-0.6888008518932727,2021-12-02,False
-0.632343563556469,2021-12-03,False
-0.7183609682511032,2021-12-04,False
,2021-12-05,False
0.8614622794356388,2021-12-06,True
-0.5812428261640284,2021-12-07,False
-0.6631955727203908,2021-12-08,False
-0.6326047441470412,2021-12-09,False
-0.6966054292963841,2021-12-10,False
,2021-12-11,False
-0.7155042722722009,2021-12-12,False
-0.6605860262417036,2021-12-13,False
-0.6260122669214895,2021-12-14,False
-0.7019337342546357,2021-12-15,False
-0.7273054255858902,2021-12-16,False
-0.6338631123418659,2021-12-17,False
-0.6011490844675553,2021-12-18,False
-0.6175113115241493,2021-12-19,False
-0.564928938398678,2021-12-20,False
-0.6936942071882362,2021-12-21,False
-0.6905539821296559,2021-12-22,False
-0.5250061918077016,2021-12-23,False
-0.5824226027273434,2021-12-24,False
-0.6315642417648525,2021-12-25,False
-0.6269207834362239,2021-12-26,False
-0.5857066649398601,2021-12-27,False
-0.5287207939392624,2021-12-28,False
-0.6149223080877142,2021-12-29,False
-0.5484530673590426,2021-12-30,False
0.12709505908150875,2021-12-31,True
,2022-01-01,False
-0.5714022186724458,2022-01-02,False
-0.4427045517605114,2022-01-03,False
-0.46476042369055215,2022-01-04,False
-0.5782992973786302,2022-01-05,False
-0.4329716130103184,2022-01-06,False
-0.5820017282695026,2022-01-07,False
-0.41639488414510306,2022-01-08,False
-0.4197323211020569,2022-01-09,False
,2022-01-10,False
-0.5127951527945034,2022-01-11,False
-0.4632480835205396,2022-01-12,False
-0.4182445066603253,2022-01-13,False
-0.4533461956494975,2022-01-14,False
,2022-01-15,False
-0.46035619463266336,2022-01-16,False
-0.42865812980109,2022-01-17,False
-0.43560084009348854,2022-01-18,False
-0.5336030627405165,2022-01-19,False
-0.4895523428475259,2022-01-20,False
-0.46933613869539215,2022-01-21,False
-0.47462709010852844,2022-01-22,False
-0.4782909404743756,2022-01-23,False
-0.42863503564916083,2022-01-24,False
-0.5134214991447011,2022-01-25,False
-0.4637635424091301,2022-01-26,False
-0.46597049857066025,2022-01-27,False
-0.4009031021028805,2022-01-28,False
-0.58362800000059,2022-01-29,False
-0.7949958340574892,2022-01-30,True
-0.5082991453853579,2022-01-31,False
-0.45391803107897144,2022-02-01,False
-0.4223848527537284,2022-02-02,False
,2022-02-03,False
-0.5661710955520289,2022-02-04,True
-0.5407476996273127,2022-02-05,False
-0.3735842353354264,2022-02-06,False
-0.3115725038660976,2022-02-07,False
-0.37288902529888146,2022-02-08,False
-0.37599615333469183,2022-02-09,False
-0.43090544866055386,2022-02-10,False
-0.35761900366610994,2022-02-11,False
-0.40137630629828347,2022-02-12,False
-0.3771989263158494,2022-02-13,False
-0.32956289517272896,2022-02-14,False
-0.4152384808315442,2022-02-15,False
-0.4268205127397205,2022-02-16,False
0.8600692255311775,2022-02-17,True
-0.3774583580711097,2022-02-18,False
-0.3329416799172728,2022-02-19,False
-0.34230491952763775,2022-02-20,False
-0.4041800808005795,2022-02-21,False
-0.40932582571775444,2022-02-22,False
-0.3447178897548823,2022-02-23,False
-0.34975181268647787,2022-02-24,False
-0.3554927060414216,2022-02-25,False
-0.3363743618680544,2022-02-26,False
-0.30755349486137734,2022-02-27,False
-0.30471872387937804,2022-02-28,False
0.2867990027736218,2022-03-01,True
,2022-03-02,False
-0.6808188879621444,2022-03-03,True
-0.4095217060855257,2022-03-04,False
-0.32569774666445617,2022-03-05,False
-0.35117681130187106,2022-03-06,False
-0.32984964747444556,2022-03-07,False
-0.3743792216113765,2022-03-08,False
-0.37702983218625397,2022-03-09,False
-0.3301927319173981,2022-03-10,False
-0.31436184393999966,2022-03-11,False
-0.34501568955193573,2022-03-12,False
-0.3212669089190922,2022-03-13,False
-0.3288306331206678,2022-03-14,False
-0.32470356802195666,2022-03-15,False
-0.30143355358751855,2022-03-16,False
-0.32294356872495683,2022-03-17,False
-0.28283228999091,2022-03-18,False
-0.2835044791088891,2022-03-19,False
-0.3083384377167675,2022-03-20,False
-0.2702961827478075,2022-03-21,False
-0.2788094197845505,2022-03-22,False
-0.3395397227215874,2022-03-23,False
-0.30639692708588445,2022-03-24,False
-0.27847290379184425,2022-03-25,False
-0.3142015781527576,2022-03-26,False
-0.3390709905926584,2022-03-27,False
-0.2651811741020652,2022-03-28,False
-0.27162147276253945,2022-03-29,False
,2022-03-30,False
-0.2725889981398445,2022-03-31,False
-0.1890558586659429,2022-04-01,False
-0.22088578815182214,2022-04-02,False
-0.19176384328772741,2022-04-03,False
-0.1847697565741426,2022-04-04,False
-0.17991513240983273,2022-04-05,False
-0.190340610849008,2022-04-06,False
-0.20176109681669174,2022-04-07,False
-0.1586473881160534,2022-04-08,False
-0.1887176422965137,2022-04-09,False
-0.15917053120798894,2022-04-10,False
-0.16425580201020773,2022-04-11,False
-0.1922758618817933,2022-04-12,False
-0.18079632911834675,2022-04-13,False
-0.1569034828001766,2022-04-14,False
-0.13502399147704508,2022-04-15,False
-0.16185475604587488,2022-04-16,False
-0.1719905191257302,2022-04-17,False
,2022-04-18,False
-0.1326966044654534,2022-04-19,False
-0.1532551782582217,2022-04-20,False
-0.15516993125057144,2022-04-21,False
,2022-04-22,False
-0.14381464514828218,2022-04-23,False
-0.1339172022156535,2022-04-24,False
-0.12568639468594223,2022-04-25,False
-0.10427030553018934,2022-04-26,False
-0.15493527355516107,2022-04-27,False
-0.12694145460918127,2022-04-28,False
-0.11634021636240666,2022-04-29,False
,2022-04-30,True
-0.1140991900657577,2022-05-01,False
-0.11435101506505325,2022-05-02,False
-0.1063086404953722,2022-05-03,False
-0.11268813722893291,2022-05-04,False
-0.10348680691752038,2022-05-05,False
-0.11024706247252616,2022-05-06,False
-0.09143738029899508,2022-05-07,False
-0.11556875026453042,2022-05-08,False
-0.09842298322764974,2022-05-09,False
-0.09768299402655604,2022-05-10,False
-0.07020434819954788,2022-05-11,False
-0.08571464500224656,2022-05-12,False
0.8025833869463956,2022-05-13,True
-0.08390507181107698,2022-05-14,False
-0.07239962908692431,2022-05-15,False
-0.07429163711414513,2022-05-16,False
-0.09110663269698234,2022-05-17,False
-0.0907851102687349,2022-05-18,False
-0.07459454758701942,2022-05-19,False
-0.06799575034183922,2022-05-20,False
-0.07031318227840362,2022-05-21,False
-0.07048219605948892,2022-05-22,False
-0.050864223699290056,2022-05-23,False
-0.05191849224031553,2022-05-24,False
-0.06538210784535514,2022-05-25,False
-0.0424255490633282,2022-05-26,False
-0.04773685808164266,2022-05-27,False
-0.04695205957442946,2022-05-28,False
-0.2054931043437851,2022-05-29,True
0.5229316475978911,2022-05-30,True
-0.038511262422688666,2022-05-31,False
-0.03818755045876367,2022-06-01,False
,2022-06-02,True
-0.02995697164086944,2022-06-03,False
-0.033001608609491084,2022-06-04,False
-0.026950551967836137,2022-06-05,False
-0.6302631029471217,2022-06-06,True
,2022-06-07,False
-0.015684176060810455,2022-06-08,False
-0.017351545500435973,2022-06-09,False
-0.015061185915341167,2022-06-10,False
-0.011015276540577977,2022-06-11,False
-0.008667796666292667,2022-06-12,False
